Date,Open,High,Low,Close,Volume
31-08-2020,521.16,531.99,517.58,529.56,"49,41,409"
01-09-2020,532.6,557.39,532.45,556.55,"95,81,907"
02-09-2020,553.78,556.5,537.37,552.84,"58,86,930"
03-09-2020,545,554,521.32,525.75,"90,71,089"
04-09-2020,520.18,527.36,485.98,516.05,"82,70,118"
08-09-2020,498.4,522,495,507.02,"55,72,684"
09-09-2020,519.21,520,492.57,500.19,"68,48,127"
10-09-2020,503.35,506.29,478.84,480.67,"62,40,181"
11-09-2020,486.49,493.73,476.81,482.03,"50,35,200"
14-09-2020,480.62,488.99,471.3,476.26,"73,59,126"
15-09-2020,484,497.47,481.63,495.99,"53,36,992"
16-09-2020,499.99,504.66,483.31,483.86,"44,01,412"
17-09-2020,475.16,478.4,463.27,470.2,"53,79,301"
18-09-2020,472.51,479.4,458.6,469.96,"67,17,711"
21-09-2020,467.69,487.78,466.32,487.35,"54,57,539"
22-09-2020,489.01,491.82,479.26,491.17,"34,82,324"
23-09-2020,491.04,491.04,469,470.61,"37,26,423"
24-09-2020,470.53,477,467.82,473.08,"37,27,201"
25-09-2020,474.39,484.87,468.03,482.88,"37,69,436"
28-09-2020,489.11,492,477.88,490.65,"47,73,497"
29-09-2020,489.5,496.29,486.53,493.48,"35,43,193"
30-09-2020,492.57,504.63,489.27,500.03,"46,34,111"
01-10-2020,506.03,529.55,503.6,527.51,"81,53,710"
02-10-2020,516.43,526.37,502.7,503.06,"60,71,165"
05-10-2020,506.8,520.99,501.7,520.65,"40,88,069"
06-10-2020,518.72,521.82,504.16,505.87,"41,99,034"
07-10-2020,518,536.49,515.82,534.66,"79,88,683"
08-10-2020,533.48,535,524.15,531.79,"53,86,488"
09-10-2020,537.83,544.28,535,539.44,"47,81,259"
12-10-2020,548.81,551.81,538.24,539.81,"53,91,074"
13-10-2020,540.56,557.65,537.2,554.09,"56,02,498"
14-10-2020,562.61,572.49,541,541.45,"95,10,081"
15-10-2020,545.52,551.22,535.1,541.94,"51,13,126"
16-10-2020,549.5,554.33,530.03,530.79,"63,47,363"
19-10-2020,537.07,541.8,525.38,530.72,"75,67,506"
20-10-2020,528.14,533.78,522.26,525.42,"1,00,47,180"
21-10-2020,501.03,506.85,488.25,489.05,"1,74,05,711"
22-10-2020,494.69,495.14,482,485.23,"69,97,922"
23-10-2020,488.11,490.06,481.35,488.28,"49,27,862"
26-10-2020,487.03,496.82,478.9,488.24,"61,86,087"
27-10-2020,490.01,490.49,482.93,488.93,"36,27,175"
28-10-2020,486.36,494,483.28,486.24,"59,92,731"
29-10-2020,488.5,513.9,479.34,504.21,"1,11,20,690"
30-10-2020,502.01,505.88,472.21,475.74,"78,13,897"
02-11-2020,478.87,486.3,475,484.12,"44,08,193"
03-11-2020,484.93,495.31,478.76,487.22,"36,90,213"
04-11-2020,495.36,507.73,493.98,496.95,"51,37,330"
05-11-2020,506.56,518.73,503.45,513.76,"53,72,781"
06-11-2020,515,515.21,502.51,514.73,"42,36,349"
09-11-2020,485.54,495.85,467.26,470.5,"1,04,19,680"
10-11-2020,470.95,484.6,463.41,480.24,"83,06,142"
11-11-2020,483,491.68,478.26,490.76,"54,60,532"
12-11-2020,491,496.52,480.43,486.77,"50,71,155"
13-11-2020,486.77,488.94,477.8,482.84,"30,06,510"
16-11-2020,480,485.58,477.3,479.1,"39,53,563"
17-11-2020,480.12,487.51,478.85,480.63,"36,98,082"
18-11-2020,481.95,488.61,477.72,481.79,"36,29,237"
19-11-2020,482,487.8,480.47,484.67,"22,54,653"
20-11-2020,485.22,494.76,481.57,488.24,"42,55,924"
23-11-2020,490.46,491.15,475.84,476.62,"54,16,571"
24-11-2020,478.84,484.05,475.89,482.88,"35,57,894"
25-11-2020,485.13,486.9,478.92,485,"35,98,629"
27-11-2020,486.58,493.25,481.85,491.36,"28,05,762"
30-11-2020,490.08,492.55,481.27,490.7,"35,30,940"
01-12-2020,492.34,509.47,491.98,504.58,"50,63,234"
02-12-2020,501.62,506.8,493.5,503.38,"30,28,358"
03-12-2020,502.99,508.77,496.04,497.52,"28,26,116"
04-12-2020,497.5,504.5,493.64,498.31,"36,66,243"
07-12-2020,500.01,517.76,497.77,515.78,"42,89,293"
08-12-2020,517.9,521.49,505.55,512.66,"42,28,950"
09-12-2020,510.53,514.5,491.29,493.6,"41,78,768"
10-12-2020,494.56,503.77,492.91,501.09,"30,18,203"
11-12-2020,495,503.34,494.85,503.22,"32,10,928"
14-12-2020,505.44,524.16,501.18,522.42,"57,70,424"
15-12-2020,518.5,524.7,513.56,519.78,"33,98,209"
16-12-2020,520.11,527.38,517.69,524.83,"36,82,392"
17-12-2020,529,535.49,526.44,532.9,"31,93,377"
18-12-2020,533.2,536.37,526.02,534.45,"45,02,692"
21-12-2020,530.05,532.62,521.15,528.91,"38,93,964"
22-12-2020,527.69,530.4,520.5,527.33,"19,08,529"
23-12-2020,524.76,526.32,514.2,514.48,"23,93,187"
24-12-2020,515.12,519.35,512.21,513.97,"11,43,952"
28-12-2020,516.43,523.66,507.13,519.12,"28,91,867"
29-12-2020,519.9,536.55,515.48,530.87,"40,22,358"
30-12-2020,530.13,533.26,523.69,524.59,"18,76,286"
31-12-2020,525.53,545.5,523.15,540.73,"53,92,322"
04-01-2021,539,540.8,515.09,522.86,"44,44,407"
05-01-2021,521.55,526.78,515.89,520.8,"31,33,872"
06-01-2021,511.97,513.1,499.5,500.49,"53,46,210"
07-01-2021,508.28,516.44,506.42,508.89,"36,86,448"
08-01-2021,511.31,513.24,504.51,510.4,"29,73,949"
11-01-2021,507.84,510.73,497.95,499.1,"38,12,720"
12-01-2021,500,501.09,485.67,494.25,"59,90,425"
13-01-2021,495.5,512.35,493.01,507.79,"50,32,099"
14-01-2021,507.35,514.5,499.58,500.86,"41,77,357"
15-01-2021,500,506.32,495.1,497.98,"58,95,788"
19-01-2021,501,509.25,493.54,501.77,"1,23,15,810"
20-01-2021,565.42,593.29,556.86,586.34,"3,26,37,449"
21-01-2021,582.45,588.75,570.4,579.84,"1,18,40,630"
22-01-2021,582.1,583.99,564.35,565.17,"75,50,822"
25-01-2021,567,569.75,548.65,556.78,"72,07,329"
26-01-2021,554.73,567.99,554.06,561.93,"50,23,847"
27-01-2021,550.71,556.42,515.73,523.28,"86,70,277"
28-01-2021,535.88,553.15,530.74,538.6,"59,68,978"
29-01-2021,538,541,530.18,532.39,"43,25,264"
01-02-2021,536.79,545.06,531.73,539.04,"35,47,507"
02-02-2021,542.01,555.48,538.94,548.16,"37,67,569"
03-02-2021,550.17,550.48,538.24,539.45,"31,72,288"
04-02-2021,539.81,559.48,537.51,552.16,"51,64,537"
05-02-2021,552.26,554.44,545.48,550.79,"23,76,175"
08-02-2021,555,555,543.7,547.92,"27,91,721"
09-02-2021,546,566,543,559.07,"37,03,499"
10-02-2021,562.5,566.65,553.46,563.59,"39,91,264"
11-02-2021,564.44,565.93,554.22,557.59,"27,30,587"
12-02-2021,556.94,561.25,550.85,556.52,"21,97,128"
16-02-2021,557.29,563.63,552.73,557.28,"26,24,097"
17-02-2021,550.99,555.25,543.03,551.34,"20,71,590"
18-02-2021,549,550,538.23,548.22,"24,57,604"
19-02-2021,548,548.99,538.81,540.22,"28,41,457"
22-02-2021,534.99,541.79,530.79,533.78,"30,78,594"
23-02-2021,525,548.54,518.28,546.15,"41,36,532"
24-02-2021,539.8,556.85,539.07,553.41,"32,45,038"
25-02-2021,550.27,556.48,535.75,546.7,"42,52,879"
26-02-2021,546.51,553.09,538,538.85,"37,55,574"
01-03-2021,545.57,552.14,542,550.64,"30,42,180"
02-03-2021,553.34,556.99,546.02,547.82,"30,42,226"
03-03-2021,545.93,548.01,517.81,520.7,"53,62,443"
04-03-2021,521.5,531.5,507.68,511.29,"50,34,792"
05-03-2021,511.98,517.76,498.79,516.39,"50,69,973"
08-03-2021,514.46,518.84,492.85,493.33,"39,81,758"
09-03-2021,507.31,513.11,503.82,506.44,"34,70,042"
10-03-2021,513.5,518.97,504.25,504.54,"37,71,484"
11-03-2021,512.21,530.24,510.71,523.06,"47,14,469"
12-03-2021,512.5,526.51,506.59,518.02,"39,81,743"
15-03-2021,516.32,520.73,508.03,520.25,"34,85,519"
16-03-2021,524.47,533.42,523.21,524.03,"32,38,888"
17-03-2021,522,528.37,514.3,524.44,"28,17,376"
18-03-2021,516.4,517.9,503.85,504.79,"40,96,606"
19-03-2021,504.96,513.19,501.63,512.18,"43,86,360"
22-03-2021,509.13,529.31,509.13,523.11,"33,60,587"
23-03-2021,529.87,543.12,529.4,535.09,"55,83,461"
24-03-2021,533.78,534.42,520,520.81,"41,02,211"
25-03-2021,516.99,518.53,497,502.86,"49,26,764"
26-03-2021,502.82,508.72,496.68,508.05,"34,67,797"
29-03-2021,505.66,518,504.4,513.95,"33,30,049"
30-03-2021,510.51,514.41,506.91,513.39,"24,18,129"
31-03-2021,515.68,528.13,515.44,521.66,"35,03,111"
01-04-2021,529.93,540.5,527.03,539.42,"39,38,637"
05-04-2021,540.01,542.85,529.23,540.67,"33,55,904"
06-04-2021,544.81,554.17,543.3,544.53,"34,74,205"
07-04-2021,543.5,549.64,541.45,546.99,"21,51,319"
08-04-2021,551.13,556.9,547.57,554.58,"43,09,829"
09-04-2021,552.69,556.9,547.11,555.31,"28,94,034"
12-04-2021,551.05,557.98,549.58,552.78,"29,44,060"
13-04-2021,557,559.75,550.3,553.73,"27,20,344"
14-04-2021,554.87,554.87,538.53,540.02,"37,40,294"
15-04-2021,544.17,553.49,542.66,549.22,"31,39,050"
16-04-2021,550.54,551.98,539.51,546.54,"32,09,075"
19-04-2021,546.9,556.44,545.53,554.44,"42,88,715"
20-04-2021,554.42,563.56,546.3,549.57,"1,12,57,650"
21-04-2021,508,515.46,503.6,508.9,"2,28,97,449"
22-04-2021,513.82,513.96,500.55,508.78,"90,61,062"
23-04-2021,509.01,509.7,500.7,505.55,"73,14,659"
26-04-2021,506.76,510.48,503,510.3,"43,88,839"
27-04-2021,512.62,512.99,504.58,505.55,"37,61,327"
28-04-2021,505.2,508.4,503.34,506.52,"31,92,983"
29-04-2021,507.6,509.29,499,509,"51,27,792"
30-04-2021,505,514.55,505,513.47,"44,13,242"
03-05-2021,512.65,518.95,505.2,509.11,"40,91,895"
04-05-2021,510.78,511.63,496.79,503.18,"43,49,502"
05-05-2021,504.99,507.78,494.63,496.08,"31,29,366"
06-05-2021,495.99,499.55,491.37,499.55,"37,83,698"
07-05-2021,504.62,508.55,501.12,503.84,"31,32,786"
10-05-2021,502,503.15,486.11,486.69,"51,31,632"
11-05-2021,479.75,497.99,478.63,495.08,"44,01,000"
12-05-2021,486.83,493.54,482.7,484.98,"41,21,540"
13-05-2021,489.13,490.78,482.71,486.66,"27,16,561"
14-05-2021,487.86,494.85,486.59,493.37,"28,82,464"
17-05-2021,485.59,492.71,482.81,488.94,"27,01,057"
18-05-2021,488.4,493.48,486.19,486.28,"23,50,496"
19-05-2021,481.63,488.57,478.54,487.7,"33,49,930"
20-05-2021,489.55,502.7,488.98,501.67,"37,21,218"
21-05-2021,503.12,505.4,497.26,497.89,"33,22,925"
24-05-2021,501.05,504.25,499.51,502.9,"24,12,595"
25-05-2021,506,506.37,499.22,501.34,"26,99,459"
26-05-2021,502.34,504.14,500.5,502.36,"24,65,303"
27-05-2021,501.8,505.1,498.54,503.86,"32,53,773"
28-05-2021,504.4,511.76,502.53,502.81,"29,11,297"
01-06-2021,504.01,505.41,497.74,499.08,"24,82,555"
02-06-2021,499.82,503.22,495.82,499.24,"22,68,979"
03-06-2021,495.19,496.66,487.25,489.43,"38,87,445"
04-06-2021,492,501.86,490.95,494.74,"31,60,487"
07-06-2021,492.92,496.7,490.55,494.66,"27,91,932"
08-06-2021,497,498.82,489.37,492.39,"23,74,037"
09-06-2021,494.5,496.09,484.65,485.81,"30,55,029"
10-06-2021,487.17,490.21,482.14,487.27,"43,82,928"
11-06-2021,490,491.41,487.78,488.77,"31,23,969"
14-06-2021,489.68,503.5,486.91,499.89,"44,00,222"
15-06-2021,501.23,501.23,490.4,491.9,"31,04,073"
16-06-2021,495,496.46,486.28,492.41,"35,33,206"
17-06-2021,490.25,501.8,490.15,498.34,"31,98,273"
18-06-2021,496.4,504.49,495.24,500.77,"51,97,576"
21-06-2021,501.64,502.05,492.28,497,"52,77,297"
22-06-2021,498.54,513.55,495.8,508.82,"58,09,271"
23-06-2021,508.48,516.63,508.2,512.74,"39,44,782"
24-06-2021,517.96,520.96,514.4,518.06,"33,61,202"
25-06-2021,528.84,533.06,525,527.07,"52,99,072"
28-06-2021,528.12,533.94,524.56,533.03,"28,20,227"
29-06-2021,533.55,536.13,528.57,533.5,"23,14,647"
30-06-2021,534.06,534.38,526.82,528.21,"27,73,445"
01-07-2021,525.72,537.04,525.72,533.54,"28,05,402"
02-07-2021,535.5,538.54,529.39,533.98,"19,80,316"
06-07-2021,533,542.86,533,541.64,"27,75,051"
07-07-2021,544.24,544.64,531.66,535.96,"27,22,498"
08-07-2021,530.93,535.5,529.09,530.76,"32,68,988"
09-07-2021,531,538.26,528.58,535.98,"27,77,231"
12-07-2021,540.3,540.65,532.92,537.31,"17,80,738"
13-07-2021,535.76,545.33,535.76,540.68,"27,51,593"
14-07-2021,541.01,554.1,541.01,547.95,"46,59,535"
15-07-2021,553.97,557.54,538.2,542.95,"57,13,873"
16-07-2021,541.81,544.06,527.05,530.31,"34,42,101"
19-07-2021,526.05,534.91,522.24,532.28,"38,85,764"
20-07-2021,526.07,536.64,520.3,531.05,"69,30,440"
21-07-2021,526.13,530.99,505.61,513.63,"1,19,06,790"
22-07-2021,510.21,513.68,507,511.77,"43,28,061"
23-07-2021,512.16,517.41,504.66,515.41,"38,20,478"
26-07-2021,514.38,521.13,509.01,516.49,"22,54,538"
27-07-2021,518.08,521.95,512.05,518.91,"27,59,037"
28-07-2021,521.82,524.47,516.98,519.3,"23,90,466"
29-07-2021,519.96,520.78,513.79,514.25,"17,36,014"
30-07-2021,512.69,519.79,510.96,517.57,"25,37,107"
02-08-2021,519,519.85,510.51,515.15,"20,96,632"
03-08-2021,514.39,515.63,505.37,510.82,"25,79,427"
04-08-2021,513,517.98,510.37,517.35,"20,39,374"
05-08-2021,517.13,525.41,514.02,524.89,"25,56,687"
06-08-2021,524,526.84,519.39,520.55,"19,19,798"
09-08-2021,521.15,522.67,517.99,519.97,"13,67,782"
10-08-2021,520,520.79,512.97,515.84,"19,60,544"
11-08-2021,517,519.57,509.77,512.4,"16,73,904"
12-08-2021,511.86,513,507.2,510.72,"16,86,170"
13-08-2021,512.64,521.44,511.51,515.92,"21,77,736"
16-08-2021,515.24,523.38,512.3,517.92,"20,33,176"
17-08-2021,515.47,520.79,514.2,518.91,"23,09,803"
18-08-2021,520,526.38,518.65,521.87,"25,82,046"
19-08-2021,522.74,548.39,521.87,543.71,"74,97,292"
20-08-2021,545.09,551.39,539.1,546.88,"37,76,429"
23-08-2021,545.98,555.55,543.74,553.33,"26,02,010"
24-08-2021,551.48,555.31,549.27,553.41,"21,09,525"
25-08-2021,550.16,552.84,545.45,547.58,"20,65,621"
26-08-2021,546.16,552.6,545.9,550.12,"15,95,499"
27-08-2021,551.6,564.17,549.25,558.92,"32,52,595"
30-08-2021,557.25,567.16,556.45,566.18,"24,34,839"
31-08-2021,566.12,569.48,561.61,569.19,"24,31,886"
01-09-2021,569,591,569,582.07,"56,26,214"
02-09-2021,583.68,598.76,583.68,588.55,"61,84,782"
03-09-2021,585.8,591.88,583.14,590.53,"26,84,005"
07-09-2021,594.69,613.85,593.99,606.71,"58,30,979"
08-09-2021,603.84,615.6,595.71,606.05,"54,24,503"
09-09-2021,606.47,609.44,596.55,597.54,"29,54,214"
10-09-2021,598.16,609.45,593.67,598.72,"39,50,764"
13-09-2021,598.57,598.57,582.78,589.29,"30,62,871"
14-09-2021,584.89,587.28,575.56,577.76,"34,56,958"
15-09-2021,578.17,584.62,575.37,582.87,"27,55,615"
16-09-2021,584.3,587.48,577.72,586.5,"18,32,028"
17-09-2021,587.85,590.28,580.85,589.35,"41,45,145"
20-09-2021,586.79,591.53,568.08,575.43,"37,32,227"
21-09-2021,578.31,581.88,569.37,573.14,"22,50,884"
22-09-2021,579.69,595.65,579.69,590.65,"40,21,845"
23-09-2021,590.79,599.32,589.13,593.26,"25,26,161"
24-09-2021,592.5,592.98,583.64,592.39,"21,26,246"
27-09-2021,587.95,593.58,576.93,592.64,"25,04,738"
28-09-2021,589,599.54,580.16,583.85,"44,31,051"
29-09-2021,589.01,609.88,588.01,599.06,"62,21,026"
30-09-2021,608.05,619,608.05,610.34,"66,16,040"
01-10-2021,604.24,614.99,597.51,613.15,"40,90,847"
04-10-2021,613.39,626.13,594.68,603.35,"49,95,932"
05-10-2021,606.94,640.39,606.89,634.81,"95,34,293"
06-10-2021,628.18,639.87,626.36,639.1,"45,80,434"
07-10-2021,642.23,646.84,630.45,631.85,"35,56,886"
08-10-2021,634.17,643.8,630.86,632.66,"32,72,093"
11-10-2021,633.2,639.42,626.78,627.04,"28,62,470"
12-10-2021,633.02,637.66,621.99,624.94,"32,27,349"
13-10-2021,632.18,632.18,622.1,629.76,"24,24,638"
14-10-2021,632.23,636.88,626.79,633.8,"26,72,535"
15-10-2021,638,639.42,625.16,628.29,"41,16,874"
18-10-2021,632.1,638.41,620.59,637.97,"46,69,071"
19-10-2021,636.97,641,632.3,639,"76,33,147"
20-10-2021,625.57,637.4,617.15,625.14,"1,06,22,000"
21-10-2021,628.89,654.01,628.65,653.16,"84,37,070"
22-10-2021,651.81,665.46,651.81,664.78,"61,86,016"
25-10-2021,663.74,675.88,657.07,671.66,"38,33,526"
26-10-2021,673.76,676.49,662.77,668.52,"29,04,840"
27-10-2021,669,671.41,661.85,662.92,"22,76,914"
28-10-2021,670.95,676.8,668.03,674.05,"28,59,409"
29-10-2021,673.06,690.97,671.24,690.31,"38,25,279"
01-11-2021,689.06,689.97,676.54,681.17,"31,10,911"
02-11-2021,683.11,687.68,673.82,677.72,"38,88,597"
03-11-2021,677.27,689.39,677.27,688.29,"23,34,852"
04-11-2021,685.89,685.94,665.5,668.4,"48,65,023"
05-11-2021,663.97,665.64,645.01,645.72,"52,83,488"
08-11-2021,650.29,656,643.79,651.45,"28,87,523"
09-11-2021,653.7,660.5,650.52,655.99,"24,15,630"
10-11-2021,653.01,660.33,642.11,646.91,"24,05,785"
11-11-2021,650.24,665.82,649.71,657.58,"28,68,311"
12-11-2021,660.01,683.34,653.82,682.61,"41,98,410"
15-11-2021,681.24,685.26,671.49,679.33,"28,72,186"
16-11-2021,678.27,688.36,676.9,687.4,"20,77,387"
17-11-2021,690,700.99,686.09,691.69,"27,32,831"
18-11-2021,691.61,691.74,679.74,682.02,"20,14,992"
19-11-2021,692.35,694.16,675,678.8,"26,14,852"
22-11-2021,676.02,679.48,656.47,659.2,"27,65,318"
23-11-2021,658.18,666.43,646.05,654.06,"23,20,917"
24-11-2021,658.01,661.44,651.1,658.29,"18,67,282"
26-11-2021,675,676.41,660.67,665.64,"28,72,513"
29-11-2021,663.2,667.99,658.29,663.84,"25,29,364"
30-11-2021,668.2,675.38,640.01,641.9,"56,08,919"
01-12-2021,649.48,654.52,617.07,617.77,"38,97,019"
02-12-2021,617.1,625.36,612.88,616.47,"33,31,131"
03-12-2021,622.75,625.5,594,602.13,"48,29,282"
06-12-2021,606.01,617.29,601,612.69,"30,75,672"
07-12-2021,619.83,628.89,611.4,625.58,"31,25,190"
08-12-2021,630,632.46,623.2,628.08,"22,20,308"
09-12-2021,627.58,630.24,610.44,611,"23,76,321"
10-12-2021,616.78,617.74,605.88,611.66,"27,48,774"
13-12-2021,612,612.64,599.52,604.56,"25,17,915"
14-12-2021,598.71,602.29,588.13,597.99,"29,84,536"
15-12-2021,598.18,605.69,584.51,605.04,"28,66,196"
16-12-2021,597.09,602.83,588,591.06,"31,43,217"
17-12-2021,591.61,593.25,581.74,586.73,"44,33,706"
20-12-2021,586.43,602.88,584.26,593.74,"33,58,404"
21-12-2021,597.54,607.82,593.86,604.92,"23,19,390"
22-12-2021,603.36,614.82,602.63,614.24,"23,35,745"
23-12-2021,616.4,616.88,607.57,614.09,"16,21,146"
27-12-2021,615,615,609.25,613.12,"20,62,233"
28-12-2021,614.95,618.41,609.69,610.71,"18,84,116"
29-12-2021,610.71,613.98,604.68,610.54,"12,87,513"
30-12-2021,612.99,620.61,611.24,612.09,"16,25,093"
31-12-2021,610.01,614.08,602.05,602.44,"19,95,918"
03-01-2022,605.61,609.99,590.56,597.37,"30,68,808"
04-01-2022,599.91,600.41,581.6,591.15,"43,93,135"
05-01-2022,592,592.84,566.88,567.52,"41,48,749"
06-01-2022,554.34,563.36,542.01,553.29,"57,11,795"
07-01-2022,549.46,553.43,538.22,541.06,"33,82,873"
10-01-2022,538.49,543.69,526.32,539.85,"44,86,145"
11-01-2022,536.99,543.91,530.07,540.84,"30,77,836"
12-01-2022,544.27,544.27,532.02,537.22,"37,87,372"
13-01-2022,537.06,540.79,518.26,519.2,"44,75,063"
14-01-2022,517.6,538.37,511.88,525.69,"78,61,109"
18-01-2022,520.08,521.75,508.68,510.8,"48,44,418"
19-01-2022,515,523.21,510.51,515.86,"43,53,508"
20-01-2022,517.75,526.64,506.93,508.25,"1,26,58,990"
21-01-2022,400.43,409.15,379.99,397.5,"5,89,04,273"
24-01-2022,383.91,387.26,351.46,387.15,"3,23,86,779"
25-01-2022,379.14,387.71,365.13,366.42,"1,51,45,820"
26-01-2022,378.27,382.66,356.62,359.7,"1,26,83,980"
27-01-2022,382.06,394.8,378.1,386.7,"2,43,24,750"
28-01-2022,386.76,387,372.08,384.36,"1,19,66,610"
31-01-2022,401.97,427.7,398.2,427.14,"2,00,47,449"
01-02-2022,432.96,458.48,425.54,457.13,"2,25,68,100"
02-02-2022,448.25,451.98,426.48,429.48,"1,43,46,010"
03-02-2022,421.44,429.26,404.28,405.6,"99,05,210"
04-02-2022,407.31,412.77,396.64,410.17,"77,89,798"
07-02-2022,410.17,412.35,393.55,402.1,"82,32,859"
08-02-2022,398.18,406.61,395.83,403.53,"68,18,543"
09-02-2022,408.65,412.98,398.79,412.89,"77,38,227"
10-02-2022,402.1,408,396.36,406.27,"84,52,915"
11-02-2022,405.33,411.61,387.65,391.31,"75,58,939"
14-02-2022,387.59,409.36,386.89,396.57,"72,02,155"
15-02-2022,403.79,409.16,401.01,407.46,"53,95,641"
16-02-2022,401.53,401.56,390.38,398.08,"52,77,650"
17-02-2022,394.24,399.11,385.7,386.67,"46,69,222"
18-02-2022,392.53,402.87,389.05,391.29,"68,01,668"
22-02-2022,388.95,392.42,373.02,377.38,"66,97,515"
23-02-2022,382.72,386,366.66,367.46,"46,14,290"
24-02-2022,355.09,390.73,354.72,390.03,"70,68,724"
25-02-2022,386.61,391.29,375.58,390.8,"48,41,636"
28-02-2022,387.33,397.75,382.13,394.52,"50,35,046"
01-03-2022,391.6,395,383.71,386.24,"32,90,439"
02-03-2022,388.93,389.22,375.21,380.03,"53,56,809"
03-03-2022,386,386.12,364.65,368.07,"60,76,836"
